bird,audio,length,destination
lesred1,639800.wav,12.68175,/datasets/xeno_canto/491_all/639800.wav
lesred1,617145.wav,25.409188,/datasets/xeno_canto/491_all/617145.wav
lesred1,619002_0.wav,60.032,/datasets/xeno_canto/491_all/619002_0.wav
lesred1,617150.wav,11.673063,/datasets/xeno_canto/491_all/617150.wav
lesred1,142998.wav,9.867375,/datasets/xeno_canto/491_all/142998.wav
lesred1,595041.wav,10.495438,/datasets/xeno_canto/491_all/595041.wav
lesred1,187929.wav,7.764938,/datasets/xeno_canto/491_all/187929.wav
lesred1,619016.wav,34.49175,/datasets/xeno_canto/491_all/619016.wav
lesred1,619015.wav,28.71625,/datasets/xeno_canto/491_all/619015.wav
lesred1,619002_2.wav,60.032,/datasets/xeno_canto/491_all/619002_2.wav
lesred1,447665.wav,21.394313,/datasets/xeno_canto/491_all/447665.wav
lesred1,505391.wav,7.4295,/datasets/xeno_canto/491_all/505391.wav
lesred1,613784.wav,18.729813,/datasets/xeno_canto/491_all/613784.wav
lesred1,202054.wav,11.538125,/datasets/xeno_canto/491_all/202054.wav
lesred1,683437.wav,7.144688,/datasets/xeno_canto/491_all/683437.wav
lesred1,682838.wav,12.31075,/datasets/xeno_canto/491_all/682838.wav
lesred1,695320.wav,31.3435,/datasets/xeno_canto/491_all/695320.wav
lesred1,639799.wav,49.719938,/datasets/xeno_canto/491_all/639799.wav
lesred1,637920.wav,8.5,/datasets/xeno_canto/491_all/637920.wav
lesred1,667449_3.wav,26.8055625,/datasets/xeno_canto/491_all/667449_3.wav
lesred1,639798.wav,58.8515,/datasets/xeno_canto/491_all/639798.wav
lesred1,667449_2.wav,60.032,/datasets/xeno_canto/491_all/667449_2.wav
lesred1,667449_1.wav,59.968,/datasets/xeno_canto/491_all/667449_1.wav
lesred1,594388.wav,7.461875,/datasets/xeno_canto/491_all/594388.wav
lesred1,594385.wav,10.680563,/datasets/xeno_canto/491_all/594385.wav
lesred1,667449_0.wav,60.032,/datasets/xeno_canto/491_all/667449_0.wav
lesred1,202041.wav,10.783063,/datasets/xeno_canto/491_all/202041.wav
lesred1,594383.wav,22.2475,/datasets/xeno_canto/491_all/594383.wav
lesred1,619014.wav,16.022625,/datasets/xeno_canto/491_all/619014.wav
lesred1,680117.wav,13.474313,/datasets/xeno_canto/491_all/680117.wav
lesred1,188413_1.wav,25.9873125,/datasets/xeno_canto/491_all/188413_1.wav
lesred1,281789_0.wav,60.032,/datasets/xeno_canto/491_all/281789_0.wav
lesred1,281789_1.wav,8.1215,/datasets/xeno_canto/491_all/281789_1.wav
lesred1,354533.wav,22.479813,/datasets/xeno_canto/491_all/354533.wav
lesred1,187930.wav,11.145688,/datasets/xeno_canto/491_all/187930.wav
lesred1,524620.wav,50.592,/datasets/xeno_canto/491_all/524620.wav
lesred1,619010.wav,7.981313,/datasets/xeno_canto/491_all/619010.wav
lesred1,281793.wav,6.5045,/datasets/xeno_canto/491_all/281793.wav
lesred1,619017.wav,17.506938,/datasets/xeno_canto/491_all/619017.wav
lesred1,594960.wav,14.103563,/datasets/xeno_canto/491_all/594960.wav
lesred1,546533.wav,5.449563,/datasets/xeno_canto/491_all/546533.wav
lesred1,69801.wav,6.99525,/datasets/xeno_canto/491_all/69801.wav
lesred1,435238.wav,10.9725,/datasets/xeno_canto/491_all/435238.wav
lesred1,638785_0.wav,60.032,/datasets/xeno_canto/491_all/638785_0.wav
lesred1,281792_1.wav,6.397375,/datasets/xeno_canto/491_all/281792_1.wav
lesred1,292380.wav,9.378063,/datasets/xeno_canto/491_all/292380.wav
lesred1,281792_0.wav,60.032,/datasets/xeno_canto/491_all/281792_0.wav
lesred1,619011.wav,36.437125,/datasets/xeno_canto/491_all/619011.wav
lesred1,281790.wav,32.026125,/datasets/xeno_canto/491_all/281790.wav
lesred1,295295.wav,13.635938,/datasets/xeno_canto/491_all/295295.wav
lesred1,619012.wav,14.298313,/datasets/xeno_canto/491_all/619012.wav
lesred1,619013.wav,12.917188,/datasets/xeno_canto/491_all/619013.wav
lesred1,254395.wav,21.425125,/datasets/xeno_canto/491_all/254395.wav
lesred1,90382.wav,21.969,/datasets/xeno_canto/491_all/90382.wav
lesred1,619730.wav,17.703188,/datasets/xeno_canto/491_all/619730.wav
lesred1,638785_1.wav,17.1619375,/datasets/xeno_canto/491_all/638785_1.wav
lesred1,619732.wav,24.247813,/datasets/xeno_canto/491_all/619732.wav
lesred1,188413_0.wav,60.032,/datasets/xeno_canto/491_all/188413_0.wav
lesred1,281791.wav,59.768188,/datasets/xeno_canto/491_all/281791.wav
lesred1,595860.wav,14.112,/datasets/xeno_canto/491_all/595860.wav
lesred1,693048.wav,20.0,/datasets/xeno_canto/491_all/693048.wav
lesred1,618998.wav,14.082625,/datasets/xeno_canto/491_all/618998.wav
lesred1,619005.wav,34.8635,/datasets/xeno_canto/491_all/619005.wav
lesred1,630952_1.wav,59.968,/datasets/xeno_canto/491_all/630952_1.wav
lesred1,630952_0.wav,60.032,/datasets/xeno_canto/491_all/630952_0.wav
lesred1,324625.wav,35.160813,/datasets/xeno_canto/491_all/324625.wav
lesred1,602098_1.wav,60.032,/datasets/xeno_canto/491_all/602098_1.wav
lesred1,324628.wav,20.244938,/datasets/xeno_canto/491_all/324628.wav
lesred1,324633.wav,48.378813,/datasets/xeno_canto/491_all/324633.wav
lesred1,558059_0.wav,60.032,/datasets/xeno_canto/491_all/558059_0.wav
lesred1,602098_0.wav,60.032,/datasets/xeno_canto/491_all/602098_0.wav
lesred1,619007_0.wav,60.032,/datasets/xeno_canto/491_all/619007_0.wav
lesred1,684173.wav,26.587313,/datasets/xeno_canto/491_all/684173.wav
lesred1,330135.wav,15.934688,/datasets/xeno_canto/491_all/330135.wav
lesred1,614226.wav,18.113438,/datasets/xeno_canto/491_all/614226.wav
lesred1,614225.wav,25.813563,/datasets/xeno_canto/491_all/614225.wav
lesred1,619004.wav,49.862938,/datasets/xeno_canto/491_all/619004.wav
lesred1,146727.wav,23.659313,/datasets/xeno_canto/491_all/146727.wav
lesred1,599246.wav,18.311875,/datasets/xeno_canto/491_all/599246.wav
lesred1,603468.wav,6.01725,/datasets/xeno_canto/491_all/603468.wav
lesred1,614228.wav,27.302875,/datasets/xeno_canto/491_all/614228.wav
lesred1,599251.wav,19.017125,/datasets/xeno_canto/491_all/599251.wav
lesred1,620926.wav,16.353563,/datasets/xeno_canto/491_all/620926.wav
lesred1,638991.wav,14.00425,/datasets/xeno_canto/491_all/638991.wav
lesred1,638990.wav,10.509813,/datasets/xeno_canto/491_all/638990.wav
lesred1,558059_1.wav,59.968,/datasets/xeno_canto/491_all/558059_1.wav
lesred1,630952_2.wav,13.407375,/datasets/xeno_canto/491_all/630952_2.wav
lesred1,619006.wav,55.971063,/datasets/xeno_canto/491_all/619006.wav
lesred1,616690.wav,9.560688,/datasets/xeno_canto/491_all/616690.wav
lesred1,558059_3.wav,20.240125,/datasets/xeno_canto/491_all/558059_3.wav
lesred1,558059_2.wav,60.032,/datasets/xeno_canto/491_all/558059_2.wav
lesred1,482789.wav,11.67675,/datasets/xeno_canto/491_all/482789.wav
lesred1,602103.wav,50.552813,/datasets/xeno_canto/491_all/602103.wav
lesred1,602102.wav,11.93375,/datasets/xeno_canto/491_all/602102.wav
lesred1,602100.wav,34.446063,/datasets/xeno_canto/491_all/602100.wav
lesred1,132617.wav,13.583688,/datasets/xeno_canto/491_all/132617.wav
lesred1,646274.wav,32.355813,/datasets/xeno_canto/491_all/646274.wav
lesred1,627534.wav,21.738938,/datasets/xeno_canto/491_all/627534.wav
lesred1,627535.wav,19.262938,/datasets/xeno_canto/491_all/627535.wav
lesred1,132616_0.wav,60.032,/datasets/xeno_canto/491_all/132616_0.wav
lesred1,614844.wav,5.801938,/datasets/xeno_canto/491_all/614844.wav
lesred1,627536.wav,22.658313,/datasets/xeno_canto/491_all/627536.wav
lesred1,692370.wav,30.81925,/datasets/xeno_canto/491_all/692370.wav
lesred1,132612.wav,10.971438,/datasets/xeno_canto/491_all/132612.wav
lesred1,602099.wav,7.569125,/datasets/xeno_canto/491_all/602099.wav
lesred1,627539.wav,8.551875,/datasets/xeno_canto/491_all/627539.wav
lesred1,602098_3.wav,6.1564375,/datasets/xeno_canto/491_all/602098_3.wav
lesred1,611057_1.wav,21.2871875,/datasets/xeno_canto/491_all/611057_1.wav
lesred1,611057_0.wav,60.032,/datasets/xeno_canto/491_all/611057_0.wav
lesred1,602098_2.wav,60.032,/datasets/xeno_canto/491_all/602098_2.wav
lesred1,132611.wav,12.6955,/datasets/xeno_canto/491_all/132611.wav
lesred1,132609.wav,14.08,/datasets/xeno_canto/491_all/132609.wav
lesred1,132608.wav,38.55675,/datasets/xeno_canto/491_all/132608.wav
lesred1,627538.wav,13.0745,/datasets/xeno_canto/491_all/627538.wav
lesred1,650701.wav,9.752375,/datasets/xeno_canto/491_all/650701.wav
lesred1,638992.wav,9.412688,/datasets/xeno_canto/491_all/638992.wav
lesred1,692812.wav,22.476938,/datasets/xeno_canto/491_all/692812.wav
lesred1,601947.wav,9.667063,/datasets/xeno_canto/491_all/601947.wav
lesred1,684124.wav,5.13425,/datasets/xeno_canto/491_all/684124.wav
lesred1,614233.wav,41.099313,/datasets/xeno_canto/491_all/614233.wav
lesred1,614234.wav,11.487313,/datasets/xeno_canto/491_all/614234.wav
lesred1,325247.wav,43.606188,/datasets/xeno_canto/491_all/325247.wav
lesred1,692811.wav,23.941563,/datasets/xeno_canto/491_all/692811.wav
lesred1,692823.wav,19.040375,/datasets/xeno_canto/491_all/692823.wav
lesred1,614235.wav,25.074125,/datasets/xeno_canto/491_all/614235.wav
lesred1,692813.wav,24.659625,/datasets/xeno_canto/491_all/692813.wav
lesred1,692814.wav,24.659625,/datasets/xeno_canto/491_all/692814.wav
lesred1,692815.wav,23.856125,/datasets/xeno_canto/491_all/692815.wav
lesred1,692816.wav,15.192,/datasets/xeno_canto/491_all/692816.wav
lesred1,692817.wav,19.783438,/datasets/xeno_canto/491_all/692817.wav
lesred1,692822.wav,21.687438,/datasets/xeno_canto/491_all/692822.wav
lesred1,692818.wav,22.105438,/datasets/xeno_canto/491_all/692818.wav
lesred1,692819.wav,17.504875,/datasets/xeno_canto/491_all/692819.wav
lesred1,692821.wav,10.309688,/datasets/xeno_canto/491_all/692821.wav
lesred1,412908.wav,26.096313,/datasets/xeno_canto/491_all/412908.wav
lesred1,692796.wav,13.281813,/datasets/xeno_canto/491_all/692796.wav
lesred1,614236.wav,12.98025,/datasets/xeno_canto/491_all/614236.wav
lesred1,393812.wav,23.133375,/datasets/xeno_canto/491_all/393812.wav
lesred1,26308.wav,15.41225,/datasets/xeno_canto/491_all/26308.wav
lesred1,619003.wav,10.548313,/datasets/xeno_canto/491_all/619003.wav
lesred1,390301.wav,36.06,/datasets/xeno_canto/491_all/390301.wav
lesred1,650560.wav,29.4875,/datasets/xeno_canto/491_all/650560.wav
lesred1,619002_3.wav,47.811875,/datasets/xeno_canto/491_all/619002_3.wav
lesred1,393817.wav,22.687063,/datasets/xeno_canto/491_all/393817.wav
lesred1,118730.wav,46.992,/datasets/xeno_canto/491_all/118730.wav
lesred1,614230.wav,55.30375,/datasets/xeno_canto/491_all/614230.wav
lesred1,591130.wav,33.408,/datasets/xeno_canto/491_all/591130.wav
lesred1,200064.wav,12.721,/datasets/xeno_canto/491_all/200064.wav
lesred1,692820.wav,23.312875,/datasets/xeno_canto/491_all/692820.wav
lesred1,614232.wav,40.960375,/datasets/xeno_canto/491_all/614232.wav
lesred1,596087.wav,15.648,/datasets/xeno_canto/491_all/596087.wav
lesred1,618996.wav,35.515688,/datasets/xeno_canto/491_all/618996.wav
lesred1,601948.wav,26.468625,/datasets/xeno_canto/491_all/601948.wav
lesred1,614237.wav,14.695375,/datasets/xeno_canto/491_all/614237.wav
lesred1,586780.wav,22.8,/datasets/xeno_canto/491_all/586780.wav
mallar3,309258.wav,8.331938,/datasets/xeno_canto/491_all/309258.wav
mallar3,623898_0.wav,60.032,/datasets/xeno_canto/491_all/623898_0.wav
mallar3,686698.wav,19.908,/datasets/xeno_canto/491_all/686698.wav
mallar3,25746.wav,39.000813,/datasets/xeno_canto/491_all/25746.wav
mallar3,520114_0.wav,60.032,/datasets/xeno_canto/491_all/520114_0.wav
mallar3,501153_1.wav,59.968,/datasets/xeno_canto/491_all/501153_1.wav
mallar3,490130.wav,17.893875,/datasets/xeno_canto/491_all/490130.wav
mallar3,655483_3.wav,4.1794375,/datasets/xeno_canto/491_all/655483_3.wav
mallar3,615307.wav,18.995563,/datasets/xeno_canto/491_all/615307.wav
mallar3,237697_5.wav,15.016,/datasets/xeno_canto/491_all/237697_5.wav
mallar3,501153_2.wav,38.7950625,/datasets/xeno_canto/491_all/501153_2.wav
mallar3,620322.wav,17.293063,/datasets/xeno_canto/491_all/620322.wav
mallar3,655483_2.wav,60.032,/datasets/xeno_canto/491_all/655483_2.wav
mallar3,655483_0.wav,60.032,/datasets/xeno_canto/491_all/655483_0.wav
mallar3,670731.wav,14.8805,/datasets/xeno_canto/491_all/670731.wav
mallar3,655483_1.wav,60.032,/datasets/xeno_canto/491_all/655483_1.wav
mallar3,125399.wav,22.536,/datasets/xeno_canto/491_all/125399.wav
mallar3,53854.wav,20.48,/datasets/xeno_canto/491_all/53854.wav
mallar3,672519.wav,10.538,/datasets/xeno_canto/491_all/672519.wav
mallar3,309256.wav,18.176063,/datasets/xeno_canto/491_all/309256.wav
mallar3,691054.wav,18.409188,/datasets/xeno_canto/491_all/691054.wav
mallar3,495835_2.wav,60.032,/datasets/xeno_canto/491_all/495835_2.wav
mallar3,671516.wav,17.442375,/datasets/xeno_canto/491_all/671516.wav
mallar3,253204_0.wav,60.032,/datasets/xeno_canto/491_all/253204_0.wav
mallar3,298826_1.wav,12.2749375,/datasets/xeno_canto/491_all/298826_1.wav
mallar3,600591_1.wav,24.3183125,/datasets/xeno_canto/491_all/600591_1.wav
mallar3,237697_0.wav,60.032,/datasets/xeno_canto/491_all/237697_0.wav
mallar3,623898_1.wav,5.1318125,/datasets/xeno_canto/491_all/623898_1.wav
mallar3,452514.wav,7.704,/datasets/xeno_canto/491_all/452514.wav
mallar3,503885_1.wav,59.968,/datasets/xeno_canto/491_all/503885_1.wav
mallar3,434854_1.wav,7.7035,/datasets/xeno_canto/491_all/434854_1.wav
mallar3,113968.wav,44.712,/datasets/xeno_canto/491_all/113968.wav
mallar3,495822_10.wav,60.032,/datasets/xeno_canto/491_all/495822_10.wav
mallar3,307683.wav,11.258813,/datasets/xeno_canto/491_all/307683.wav
mallar3,520114_1.wav,0.128,/datasets/xeno_canto/491_all/520114_1.wav
mallar3,600591_0.wav,60.032,/datasets/xeno_canto/491_all/600591_0.wav
mallar3,623914.wav,49.742688,/datasets/xeno_canto/491_all/623914.wav
mallar3,110314_0.wav,60.032,/datasets/xeno_canto/491_all/110314_0.wav
mallar3,163618.wav,42.658,/datasets/xeno_canto/491_all/163618.wav
mallar3,601278.wav,52.140438,/datasets/xeno_canto/491_all/601278.wav
mallar3,495822_11.wav,59.968,/datasets/xeno_canto/491_all/495822_11.wav
mallar3,237697_4.wav,60.032,/datasets/xeno_canto/491_all/237697_4.wav
mallar3,611836.wav,6.03575,/datasets/xeno_canto/491_all/611836.wav
mallar3,696664.wav,57.324625,/datasets/xeno_canto/491_all/696664.wav
mallar3,580585.wav,9.68275,/datasets/xeno_canto/491_all/580585.wav
mallar3,536895.wav,50.488438,/datasets/xeno_canto/491_all/536895.wav
mallar3,398299.wav,5.459625,/datasets/xeno_canto/491_all/398299.wav
mallar3,308994.wav,5.461063,/datasets/xeno_canto/491_all/308994.wav
mallar3,130250.wav,12.68825,/datasets/xeno_canto/491_all/130250.wav
mallar3,289898.wav,7.579938,/datasets/xeno_canto/491_all/289898.wav
mallar3,505439.wav,24.293875,/datasets/xeno_canto/491_all/505439.wav
mallar3,615310_0.wav,60.032,/datasets/xeno_canto/491_all/615310_0.wav
mallar3,203795.wav,5.363313,/datasets/xeno_canto/491_all/203795.wav
mallar3,443150.wav,9.639,/datasets/xeno_canto/491_all/443150.wav
mallar3,675688.wav,6.744625,/datasets/xeno_canto/491_all/675688.wav
mallar3,638301.wav,11.570313,/datasets/xeno_canto/491_all/638301.wav
mallar3,503885_2.wav,60.032,/datasets/xeno_canto/491_all/503885_2.wav
mallar3,113587.wav,19.644063,/datasets/xeno_canto/491_all/113587.wav
mallar3,536894.wav,11.573313,/datasets/xeno_canto/491_all/536894.wav
mallar3,701328_1.wav,59.968,/datasets/xeno_canto/491_all/701328_1.wav
mallar3,448800.wav,6.408,/datasets/xeno_canto/491_all/448800.wav
mallar3,701328_0.wav,60.032,/datasets/xeno_canto/491_all/701328_0.wav
mallar3,99980.wav,35.134688,/datasets/xeno_canto/491_all/99980.wav
mallar3,661785.wav,14.954875,/datasets/xeno_canto/491_all/661785.wav
mallar3,189939_1.wav,3.15925,/datasets/xeno_canto/491_all/189939_1.wav
mallar3,46614.wav,12.773875,/datasets/xeno_canto/491_all/46614.wav
mallar3,696660.wav,38.667313,/datasets/xeno_canto/491_all/696660.wav
mallar3,701328_2.wav,60.032,/datasets/xeno_canto/491_all/701328_2.wav
mallar3,433108.wav,23.719188,/datasets/xeno_canto/491_all/433108.wav
mallar3,701329.wav,35.32525,/datasets/xeno_canto/491_all/701329.wav
mallar3,678785.wav,6.371938,/datasets/xeno_canto/491_all/678785.wav
mallar3,453105.wav,46.056,/datasets/xeno_canto/491_all/453105.wav
mallar3,237697_3.wav,59.968,/datasets/xeno_canto/491_all/237697_3.wav
mallar3,495835_4.wav,60.032,/datasets/xeno_canto/491_all/495835_4.wav
mallar3,629899_1.wav,21.856,/datasets/xeno_canto/491_all/629899_1.wav
mallar3,629899_0.wav,60.032,/datasets/xeno_canto/491_all/629899_0.wav
mallar3,359455.wav,10.321,/datasets/xeno_canto/491_all/359455.wav
mallar3,636132.wav,16.718063,/datasets/xeno_canto/491_all/636132.wav
mallar3,483898.wav,15.9685,/datasets/xeno_canto/491_all/483898.wav
mallar3,253204_3.wav,29.1933125,/datasets/xeno_canto/491_all/253204_3.wav
mallar3,237697_2.wav,60.032,/datasets/xeno_canto/491_all/237697_2.wav
mallar3,359454_1.wav,4.769,/datasets/xeno_canto/491_all/359454_1.wav
mallar3,530119.wav,17.675813,/datasets/xeno_canto/491_all/530119.wav
mallar3,603041.wav,25.544125,/datasets/xeno_canto/491_all/603041.wav
mallar3,291134.wav,6.191,/datasets/xeno_canto/491_all/291134.wav
mallar3,501153_0.wav,60.032,/datasets/xeno_canto/491_all/501153_0.wav
mallar3,46613.wav,43.180438,/datasets/xeno_canto/491_all/46613.wav
mallar3,359454_0.wav,60.032,/datasets/xeno_canto/491_all/359454_0.wav
mallar3,701328_5.wav,4.7585625,/datasets/xeno_canto/491_all/701328_5.wav
mallar3,495822_1.wav,59.968,/datasets/xeno_canto/491_all/495822_1.wav
mallar3,467275.wav,9.1065,/datasets/xeno_canto/491_all/467275.wav
mallar3,90577_0.wav,60.032,/datasets/xeno_canto/491_all/90577_0.wav
mallar3,495835_3.wav,59.968,/datasets/xeno_canto/491_all/495835_3.wav
mallar3,501152.wav,25.192063,/datasets/xeno_canto/491_all/501152.wav
mallar3,630268.wav,30.716625,/datasets/xeno_canto/491_all/630268.wav
mallar3,569984.wav,14.30275,/datasets/xeno_canto/491_all/569984.wav
mallar3,495835_0.wav,60.032,/datasets/xeno_canto/491_all/495835_0.wav
mallar3,90579.wav,15.151,/datasets/xeno_canto/491_all/90579.wav
mallar3,637537_1.wav,20.2511875,/datasets/xeno_canto/491_all/637537_1.wav
mallar3,90578.wav,7.497125,/datasets/xeno_canto/491_all/90578.wav
mallar3,468671.wav,14.847,/datasets/xeno_canto/491_all/468671.wav
mallar3,265972.wav,16.543188,/datasets/xeno_canto/491_all/265972.wav
mallar3,453080.wav,5.28,/datasets/xeno_canto/491_all/453080.wav
mallar3,453189.wav,21.175063,/datasets/xeno_canto/491_all/453189.wav
mallar3,495822_0.wav,60.032,/datasets/xeno_canto/491_all/495822_0.wav
mallar3,90577_1.wav,41.9761875,/datasets/xeno_canto/491_all/90577_1.wav
mallar3,495820_6.wav,39.8563125,/datasets/xeno_canto/491_all/495820_6.wav
mallar3,288117.wav,15.889,/datasets/xeno_canto/491_all/288117.wav
mallar3,569986.wav,9.271125,/datasets/xeno_canto/491_all/569986.wav
mallar3,345857.wav,13.6335,/datasets/xeno_canto/491_all/345857.wav
mallar3,359456.wav,10.057,/datasets/xeno_canto/491_all/359456.wav
mallar3,637537_0.wav,60.032,/datasets/xeno_canto/491_all/637537_0.wav
mallar3,701328_3.wav,59.968,/datasets/xeno_canto/491_all/701328_3.wav
mallar3,246537.wav,30.858188,/datasets/xeno_canto/491_all/246537.wav
mallar3,189939_0.wav,60.032,/datasets/xeno_canto/491_all/189939_0.wav
mallar3,701985.wav,22.31425,/datasets/xeno_canto/491_all/701985.wav
mallar3,615253.wav,19.758938,/datasets/xeno_canto/491_all/615253.wav
mallar3,615310_1.wav,60.032,/datasets/xeno_canto/491_all/615310_1.wav
mallar3,495835_1.wav,59.968,/datasets/xeno_canto/491_all/495835_1.wav
mallar3,627558.wav,11.292375,/datasets/xeno_canto/491_all/627558.wav
mallar3,360300.wav,35.495438,/datasets/xeno_canto/491_all/360300.wav
mallar3,277608.wav,8.976,/datasets/xeno_canto/491_all/277608.wav
mallar3,642768.wav,37.12,/datasets/xeno_canto/491_all/642768.wav
mallar3,112680.wav,18.677563,/datasets/xeno_canto/491_all/112680.wav
mallar3,503885_3.wav,4.157375,/datasets/xeno_canto/491_all/503885_3.wav
mallar3,389109.wav,5.041625,/datasets/xeno_canto/491_all/389109.wav
mallar3,640634.wav,8.737688,/datasets/xeno_canto/491_all/640634.wav
mallar3,203752.wav,21.966688,/datasets/xeno_canto/491_all/203752.wav
mallar3,127564.wav,35.928,/datasets/xeno_canto/491_all/127564.wav
mallar3,610913.wav,26.93225,/datasets/xeno_canto/491_all/610913.wav
mallar3,680476.wav,57.95225,/datasets/xeno_canto/491_all/680476.wav
mallar3,638611_2.wav,43.742,/datasets/xeno_canto/491_all/638611_2.wav
mallar3,536943.wav,58.0,/datasets/xeno_canto/491_all/536943.wav
mallar3,367038.wav,6.458813,/datasets/xeno_canto/491_all/367038.wav
mallar3,680475.wav,23.570813,/datasets/xeno_canto/491_all/680475.wav
mallar3,503885_0.wav,60.032,/datasets/xeno_canto/491_all/503885_0.wav
mallar3,466181.wav,12.538813,/datasets/xeno_canto/491_all/466181.wav
mallar3,671515.wav,12.387938,/datasets/xeno_canto/491_all/671515.wav
mallar3,368580.wav,16.744875,/datasets/xeno_canto/491_all/368580.wav
mallar3,592036.wav,12.434125,/datasets/xeno_canto/491_all/592036.wav
mallar3,312306.wav,33.785625,/datasets/xeno_canto/491_all/312306.wav
mallar3,701328_4.wav,60.032,/datasets/xeno_canto/491_all/701328_4.wav
mallar3,359453.wav,10.681,/datasets/xeno_canto/491_all/359453.wav
mallar3,536892.wav,5.765,/datasets/xeno_canto/491_all/536892.wav
mallar3,11461.wav,14.001,/datasets/xeno_canto/491_all/11461.wav
mallar3,253204_1.wav,59.968,/datasets/xeno_canto/491_all/253204_1.wav
mallar3,543379.wav,9.848188,/datasets/xeno_canto/491_all/543379.wav
mallar3,291133.wav,14.053875,/datasets/xeno_canto/491_all/291133.wav
mallar3,298011.wav,46.680813,/datasets/xeno_canto/491_all/298011.wav
mallar3,434854_0.wav,60.032,/datasets/xeno_canto/491_all/434854_0.wav
mallar3,466043.wav,38.217125,/datasets/xeno_canto/491_all/466043.wav
mallar3,189880.wav,25.810063,/datasets/xeno_canto/491_all/189880.wav
mallar3,601000.wav,52.641875,/datasets/xeno_canto/491_all/601000.wav
mallar3,253204_2.wav,60.032,/datasets/xeno_canto/491_all/253204_2.wav
mallar3,216532.wav,5.675875,/datasets/xeno_canto/491_all/216532.wav
mallar3,293958.wav,21.492813,/datasets/xeno_canto/491_all/293958.wav
mallar3,237697_1.wav,59.968,/datasets/xeno_canto/491_all/237697_1.wav
mallar3,589775.wav,6.038,/datasets/xeno_canto/491_all/589775.wav
mallar3,673744.wav,11.0745,/datasets/xeno_canto/491_all/673744.wav
mallar3,422654.wav,22.360813,/datasets/xeno_canto/491_all/422654.wav
mallar3,603344.wav,39.850563,/datasets/xeno_canto/491_all/603344.wav
mallar3,292066.wav,23.006063,/datasets/xeno_canto/491_all/292066.wav
mallar3,495823_0.wav,60.032,/datasets/xeno_canto/491_all/495823_0.wav
mallar3,603346.wav,36.227813,/datasets/xeno_canto/491_all/603346.wav
mallar3,435090.wav,17.11125,/datasets/xeno_canto/491_all/435090.wav
mallar3,597270.wav,5.141188,/datasets/xeno_canto/491_all/597270.wav
mallar3,25611.wav,8.071875,/datasets/xeno_canto/491_all/25611.wav
mallar3,101440.wav,6.948563,/datasets/xeno_canto/491_all/101440.wav
mallar3,134139.wav,16.753,/datasets/xeno_canto/491_all/134139.wav
mallar3,603347.wav,11.543375,/datasets/xeno_canto/491_all/603347.wav
mallar3,644228.wav,13.91825,/datasets/xeno_canto/491_all/644228.wav
mallar3,348246.wav,6.426125,/datasets/xeno_canto/491_all/348246.wav
mallar3,91143.wav,5.773063,/datasets/xeno_canto/491_all/91143.wav
mallar3,348244.wav,13.9755,/datasets/xeno_canto/491_all/348244.wav
mallar3,441795.wav,25.957625,/datasets/xeno_canto/491_all/441795.wav
mallar3,313345.wav,15.177125,/datasets/xeno_canto/491_all/313345.wav
mallar3,512082.wav,5.006313,/datasets/xeno_canto/491_all/512082.wav
mallar3,503954.wav,18.62325,/datasets/xeno_canto/491_all/503954.wav
mallar3,401457.wav,6.896313,/datasets/xeno_canto/491_all/401457.wav
mallar3,590546_1.wav,47.287,/datasets/xeno_canto/491_all/590546_1.wav
mallar3,127149.wav,15.318063,/datasets/xeno_canto/491_all/127149.wav
mallar3,590546_0.wav,60.032,/datasets/xeno_canto/491_all/590546_0.wav
mallar3,443650.wav,7.026875,/datasets/xeno_canto/491_all/443650.wav
mallar3,501155.wav,25.493063,/datasets/xeno_canto/491_all/501155.wav
mallar3,450257.wav,10.310375,/datasets/xeno_canto/491_all/450257.wav
mallar3,450266_0.wav,60.032,/datasets/xeno_canto/491_all/450266_0.wav
mallar3,692779.wav,36.808938,/datasets/xeno_canto/491_all/692779.wav
mallar3,657115.wav,9.395,/datasets/xeno_canto/491_all/657115.wav
mallar3,450270.wav,10.52925,/datasets/xeno_canto/491_all/450270.wav
mallar3,358493.wav,16.5355,/datasets/xeno_canto/491_all/358493.wav
mallar3,504781.wav,13.358875,/datasets/xeno_canto/491_all/504781.wav
mallar3,596571.wav,10.161625,/datasets/xeno_canto/491_all/596571.wav
mallar3,512909.wav,12.672,/datasets/xeno_canto/491_all/512909.wav
mallar3,495822_4.wav,60.032,/datasets/xeno_canto/491_all/495822_4.wav
mallar3,628917.wav,7.891438,/datasets/xeno_canto/491_all/628917.wav
mallar3,450266_1.wav,24.8391875,/datasets/xeno_canto/491_all/450266_1.wav
mallar3,635041.wav,22.489188,/datasets/xeno_canto/491_all/635041.wav
mallar3,541173.wav,37.163938,/datasets/xeno_canto/491_all/541173.wav
mallar3,441781.wav,9.019625,/datasets/xeno_canto/491_all/441781.wav
mallar3,583969.wav,7.720625,/datasets/xeno_canto/491_all/583969.wav
mallar3,495822_2.wav,60.032,/datasets/xeno_canto/491_all/495822_2.wav
mallar3,648714.wav,52.121625,/datasets/xeno_canto/491_all/648714.wav
mallar3,513046.wav,40.919875,/datasets/xeno_canto/491_all/513046.wav
mallar3,357023.wav,29.034688,/datasets/xeno_canto/491_all/357023.wav
mallar3,501154_1.wav,59.074,/datasets/xeno_canto/491_all/501154_1.wav
