bird,freq
psilopogon_chersonesus,0
psilopogon_chrysopogon,0
psilopogon_corvinus,0
psilopogon_duvaucelii,0
psilopogon_eximius,0
psilopogon_faber,0
psilopogon_faiostrictus,0
psilopogon_flavifrons,0
psilopogon_franklinii,0
psilopogon_haemacephalus,0
psilopogon_henricii,0
psilopogon_incognitus,0
psilopogon_javensis,0
psilopogon_lagrandieri,0
psilopogon_lineatus,0
psilopogon_malabaricus,0
psilopogon_monticola,0
psilopogon_mystacophanos,0
psilopogon_nuchalis,0
psilopogon_oorti,0
psilopogon_pulcherrimus,0
psilopogon_pyrolophus,0
psilopogon_rafflesii,0
psilopogon_rubricapillus,0
psilopogon_virens,0
psilopogon_viridis,0
psilopogon_zeylanicus,0
psilopsiagon_aurifrons,0
psilopsiagon_aymara,0
psilorhamphus_guttatus,0
psilorhinus_morio,0
psiloscops_flammeolus,0
psittacara_brevipes,0
psittacara_chloropterus,0
psittacara_erythrogenys,0
psittacara_euops,0
psittacara_finschi,0
psittacara_frontatus,0
psittacara_holochlorus,0
psittacara_leucophthalmus,0
psittacara_mitratus,0
psittacara_rubritorquis,0
psittacara_strenuus,0
psittacara_wagleri,0
psittacella_brehmii,0
psittacella_madaraszi,0
psittacella_modesta,0
psittacella_picta,0
psittacula_alexandri,0
psittacula_calthrapae,0
psittacula_columboides,0
psittacula_cyanocephala,0
psittacula_eques,0
psittacula_eupatria,0
psittacula_finschii,0
psittacula_himalayana,0
psittacula_krameri,0
psittacula_longicauda,0
psittacula_roseata,0
psittaculirostris_desmarestii,0
psittaculirostris_edwardsii,0
psittaculirostris_salvadorii,0
psittacus_erithacus,0
psittacus_timneh,0
psitteuteles_goldiei,0
psitteuteles_versicolor,0
psittinus_cyanurus,0
psittiparus_bakeri,0
psittiparus_gularis,0
psittiparus_margaritae,0
psittiparus_ruficeps,0
psittrichas_fulgidus,0
psophia_crepitans,0
psophia_leucoptera,0
psophia_viridis,0
psophodes_cristatus,0
psophodes_leucogaster,0
psophodes_nigrogularis,0
psophodes_occidentalis,0
psophodes_olivaceus,0
pteridophora_alberti,0
pternistis_adspersus,0
pternistis_afer,0
pternistis_ahantensis,0
pternistis_atrifrons,0
pternistis_bicalcaratus,0
pternistis_camerunensis,0
pternistis_capensis,0
pternistis_castaneicollis,0
pternistis_clappertoni,0
pternistis_erckelii,0
pternistis_hartlaubi,0
pternistis_harwoodi,0
pternistis_hildebrandti,0
pternistis_icterorhynchus,0
pternistis_jacksoni,0
pternistis_leucoscepus,0
pternistis_natalensis,0
pternistis_nobilis,0
pternistis_ochropectus,0
pternistis_rufopictus,0
pternistis_squamatus,0
pternistis_swainsonii,0
pternistis_swierstrai,0
pterocles_alchata,0
pterocles_bicinctus,0
pterocles_burchelli,0
pterocles_coronatus,0
pterocles_decoratus,0
pterocles_exustus,0
pterocles_gutturalis,0
pterocles_indicus,0
pterocles_lichtensteinii,0
pterocles_namaqua,0
pterocles_orientalis,0
pterocles_personatus,0
pterocles_quadricinctus,0
pterocles_senegallus,0
pterodroma_alba,0
pterodroma_arminjoniana,0
pterodroma_axillaris,0
pterodroma_baraui,0
pterodroma_cervicalis,0
pterodroma_cookii,0
pterodroma_deserta,0
pterodroma_externa,0
pterodroma_feae,0
pterodroma_gouldi,0
pterodroma_heraldica,0
pterodroma_hypoleuca,0
pterodroma_incerta,0
pterodroma_inexpectata,0
pterodroma_lessonii,0
pterodroma_leucoptera,0
pterodroma_madeira,0
pterodroma_magentae,0
pterodroma_mollis,0
pterodroma_neglecta,0
pterodroma_nigripennis,0
pterodroma_phaeopygia,0
pterodroma_sandwichensis,0
pterodroma_solandri,0
pteroglossus_aracari,0
pteroglossus_azara,0
pteroglossus_bailloni,0
pteroglossus_beauharnaesii,0
pteroglossus_bitorquatus,0
pteroglossus_castanotis,0
pteroglossus_erythropygius,0
pteroglossus_frantzii,0
pteroglossus_inscriptus,0
pteroglossus_mariae,0
pteroglossus_pluricinctus,0
pteroglossus_sanguineus,0
pteroglossus_torquatus,0
pteroglossus_viridis,0
pterolepis_elymica,0
pteronetta_hartlaubii,0
pterophanes_cyanopterus,0
pteroptochos_castaneus,0
pteroptochos_megapodius,0
pteroptochos_tarnii,0
pterorhinus_albogularis,0
pterorhinus_caerulatus,0
pterorhinus_davidi,0
pterorhinus_delesserti,0
pterorhinus_gularis,0
pterorhinus_koslowi,0
pterorhinus_lanceolatus,0
pterorhinus_nuchalis,0
pterorhinus_pectoralis,0
pterorhinus_perspicillatus,0
pterorhinus_poecilorhynchus,0
pterorhinus_ruficeps,0
pterorhinus_ruficollis,0
pterorhinus_sannio,0
pterorhinus_treacheri,0
pterorhinus_vassali,0
pterorhinus_waddelli,0
pterorhinus_woodi,0
pteruthius_aeralatus,0
pteruthius_annamensis,0
pteruthius_intermedius,0
pteruthius_melanotis,0
pteruthius_ripleyi,0
pteruthius_rufiventer,0
pteruthius_xanthochlorus,0
ptilinopus_alligator,0
ptilinopus_aurantiifrons,0
ptilinopus_bernsteinii,0
ptilinopus_cinctus,0
ptilinopus_coralensis,0
ptilinopus_coronulatus,0
ptilinopus_dohertyi,0
ptilinopus_dupetithouarsii,0
ptilinopus_epius,0
ptilinopus_eugeniae,0
ptilinopus_fischeri,0
ptilinopus_granulifrons,0
ptilinopus_greyi,0
ptilinopus_hernsheimi,0
ptilinopus_huttoni,0
ptilinopus_hyogastrus,0
ptilinopus_insolitus,0
ptilinopus_insularis,0
ptilinopus_iozonus,0
ptilinopus_jambu,0
ptilinopus_layardi,0
ptilinopus_leclancheri,0
ptilinopus_luteovirens,0
ptilinopus_magnificus,0
ptilinopus_mangoliensis,0
ptilinopus_marchei,0
ptilinopus_melanospilus,0
ptilinopus_merrilli,0
ptilinopus_monacha,0
ptilinopus_nainus,0
ptilinopus_occipitalis,0
ptilinopus_pelewensis,0
ptilinopus_perlatus,0
ptilinopus_perousii,0
ptilinopus_ponapensis,0
ptilinopus_porphyraceus,0
ptilinopus_porphyreus,0
ptilinopus_pulchellus,0
ptilinopus_purpuratus,0
ptilinopus_rarotongensis,0
ptilinopus_regina,0
ptilinopus_richardsii,0
ptilinopus_rivoli,0
ptilinopus_roseicapilla,0
ptilinopus_solomonensis,0
ptilinopus_subgularis,0
ptilinopus_superbus,0
ptilinopus_tannensis,0
ptilinopus_victor,0
ptilinopus_viridis,0
ptilinopus_wallacii,0
ptiliogonys_caudatus,0
ptiliogonys_cinereus,0
ptilocichla_falcata,0
ptilocichla_leucogrammica,0
ptilocichla_mindanensis,0
ptilonorhynchus_violaceus,0
ptilopachus_nahani,0
ptilopachus_petrosus,0
ptiloprora_erythropleura,0
ptiloprora_guisei,0
ptiloprora_meekiana,0
ptiloprora_perstriata,0
ptilopsis_granti,0
ptilopsis_leucotis,0
ptiloris_intercedens,0
ptiloris_magnificus,0
ptiloris_paradiseus,0
ptiloris_victoriae,0
ptilorrhoa_caerulescens,0
ptilorrhoa_castanonota,0
ptilorrhoa_geislerorum,0
ptilorrhoa_leucosticta,0
ptilostomus_afer,0
ptilotula_flavescens,0
ptilotula_fusca,0
ptilotula_keartlandi,0
ptilotula_ornata,0
ptilotula_penicillata,0
ptilotula_plumula,0
ptiloxena_atroviolacea,0
ptychoramphus_aleuticus,0
ptyonoprogne_concolor,0
ptyonoprogne_fuligula,0
ptyonoprogne_obsoleta,0
ptyonoprogne_rupestris,0
ptyrticus_turdinus,0
pucrasia_macrolopha,0
puffinus_assimilis,0
puffinus_bailloni,0
puffinus_baroli,0
puffinus_boydi,0
puffinus_gavia,0
puffinus_huttoni,0
puffinus_lherminieri,0
puffinus_mauretanicus,0
puffinus_nativitatis,0
puffinus_newelli,0
puffinus_opisthomelas,0
puffinus_persicus,0
puffinus_puffinus,0
puffinus_subalaris,0
puffinus_yelkouan,0
pulsatrix_koeniswaldiana,0
pulsatrix_melanota,0
pulsatrix_perspicillata,0
purnella_albifrons,0
purpureicephalus_spurius,0
pycnonotus_atriceps,0
pycnonotus_aurigaster,0
pycnonotus_barbatus,0
pycnonotus_blanfordi,0
pycnonotus_brunneus,0
pycnonotus_cafer,0
pycnonotus_capensis,0
pycnonotus_cinereifrons,0
pycnonotus_conradi,0
pycnonotus_cyaniventris,0
pycnonotus_dodsoni,0
pycnonotus_erythropthalmos,0
pycnonotus_eutilotus,0
pycnonotus_finlaysoni,0
pycnonotus_flavescens,0
pycnonotus_flaviventris,0
pycnonotus_fuscoflavescens,0
pycnonotus_goiavier,0
pycnonotus_gularis,0
pycnonotus_jocosus,0
pycnonotus_leucogenys,0
pycnonotus_leucogrammicus,0
pycnonotus_leucotis,0
pycnonotus_luteolus,0
pycnonotus_melanicterus,0
pycnonotus_melanoleucos,0
pycnonotus_montis,0
pycnonotus_nigricans,0
pycnonotus_penicillatus,0
pycnonotus_plumosus,0
pycnonotus_priocephalus,0
pycnonotus_simplex,0
pycnonotus_sinensis,0
pycnonotus_somaliensis,0
pycnonotus_squamatus,0
pycnonotus_striatus,0
pycnonotus_taivanus,0
pycnonotus_tricolor,0
pycnonotus_urostictus,0
pycnonotus_xantholaemus,0
pycnonotus_xanthopygos,0
pycnonotus_xanthorrhous,0
pycnoptilus_floccosus,0
pycnopygius_cinereus,0
pycnopygius_ixoides,0
pycnopygius_stictocephalus,0
pygarrhichas_albogularis,0
pygiptila_stellaris,0
pygoscelis_adeliae,0
pygoscelis_antarcticus,0
pygoscelis_papua,0
pyrenestes_minor,0
pyrenestes_ostrinus,0
pyrgilauda_blanfordi,0
pyrgilauda_davidiana,0
pyrgilauda_ruficollis,0
pyriglena_atra,0
pyriglena_leuconota,0
pyriglena_leucoptera,0
pyrilia_aurantiocephala,0
pyrilia_barrabandi,0
pyrilia_caica,0
pyrilia_haematotis,0
pyrilia_pulchra,0
pyrilia_pyrilia,0
pyrilia_vulturina,0
pyrocephalus_nanus,0
pyrocephalus_obscurus,0
pyrocephalus_rubinus,0
pyroderus_scutatus,0
pyrrhocoma_ruficeps,0
pyrrhocorax_graculus,0
pyrrhocorax_pyrrhocorax,0
pyrrholaemus_brunneus,0
pyrrholaemus_sagittatus,0
pyrrhomyias_cinnamomeus,0
pyrrhoplectes_epauletta,0
pyrrhula_aurantiaca,0
pyrrhula_erythaca,0
pyrrhula_erythrocephala,0
pyrrhula_leucogenis,0
pyrrhula_murina,0
pyrrhula_nipalensis,0
pyrrhula_pyrrhula,0
pyrrhura_albipectus,0
pyrrhura_amazonum,0
pyrrhura_calliptera,0
pyrrhura_cruentata,0
pyrrhura_devillei,0
pyrrhura_egregia,0
pyrrhura_emma,0
pyrrhura_frontalis,0
pyrrhura_griseipectus,0
pyrrhura_hoematotis,0
pyrrhura_hoffmanni,0
pyrrhura_lepida,0
pyrrhura_leucotis,0
pyrrhura_lucianii,0
pyrrhura_melanura,0
pyrrhura_molinae,0
pyrrhura_orcesi,0
pyrrhura_perlata,0
pyrrhura_pfrimeri,0
pyrrhura_picta,0
pyrrhura_rhodocephala,0
pyrrhura_roseifrons,0
pyrrhura_rupicola,0
pyrrhura_viridicata,0
pyrroglaux_podargina,0
pytilia_afra,0
pytilia_melba,0
pytilia_phoenicoptera,0
quelea_cardinalis,0
quelea_erythrops,0
quelea_quelea,0
querula_purpurata,0
quiscalus_lugubris,0
quiscalus_major,0
quiscalus_mexicanus,0
quiscalus_nicaraguensis,0
quiscalus_niger,0
quiscalus_quiscula,0
radjah_radjah,0
rallicula_forbesi,0
rallicula_leucospila,0
rallicula_rubra,0
rallina_canningi,0
rallina_eurizonoides,0
rallina_fasciata,0
rallina_tricolor,0
rallus_aequatorialis,0
rallus_antarcticus,0
rallus_aquaticus,0
rallus_caerulescens,0
rallus_crepitans,0
rallus_elegans,0
rallus_indicus,0
rallus_limicola,0
rallus_longirostris,0
rallus_madagascariensis,0
rallus_obsoletus,0
rallus_semiplumbeus,0
rallus_tenuirostris,0
rallus_wetmorei,0
ramphastos_ambiguus,0
ramphastos_brevis,0
ramphastos_citreolaemus,0
ramphastos_dicolorus,0
ramphastos_sulfuratus,0
ramphastos_toco,0
ramphastos_tucanus,0
ramphastos_vitellinus,0
ramphocaenus_melanurus,0
ramphocaenus_sticturus,0
ramphocelus_bresilia,0
ramphocelus_carbo,0
ramphocelus_dimidiatus,0
ramphocelus_flammigerus,0
ramphocelus_icteronotus,0
ramphocelus_melanogaster,0
ramphocelus_nigrogularis,0
ramphocelus_passerinii,0
ramphocelus_sanguinolentus,0
ramphocinclus_brachyurus,0
ramphocoris_clotbey,0
ramphodon_naevius,0
ramphomicron_dorsale,0
ramphomicron_microrhynchum,0
ramphotrigon_fuscicauda,0
ramphotrigon_megacephalum,0
ramphotrigon_ruficauda,0
ramsayornis_fasciatus,0
ramsayornis_modestus,0
randia_pseudozosterops,0
recurvirostra_americana,0
recurvirostra_andina,0
recurvirostra_avosetta,0
recurvirostra_novaehollandiae,0
regulus_calendula,0
regulus_goodfellowi,0
regulus_ignicapilla,0
regulus_madeirensis,0
regulus_regulus,0
regulus_satrapa,0
reinwardtipicus_validus,0
reinwardtoena_browni,0
reinwardtoena_crassirostris,0
reinwardtoena_reinwardti,0
remiz_consobrinus,0
remiz_coronatus,0
remiz_macronyx,0
remiz_pendulinus,0
rhabdornis_grandis,0
rhabdornis_inornatus,0
rhabdornis_mystacalis,0
rhabdotorrhinus_corrugatus,0
rhabdotorrhinus_exarhatus,0
rhabdotorrhinus_leucocephalus,0
rhacocleis_maculipedes,0
rhagologus_leucostigma,0
rhamphocharis_crassirostris,0
rhamphococcyx_calyorhynchus,0
rhaphidura_leucopygialis,0
rhaphidura_sabini,0
rhea_americana,0
rhea_pennata,0
rhegmatorhina_berlepschi,0
rhegmatorhina_cristata,0
rhegmatorhina_gymnops,0
rhegmatorhina_hoffmannsi,0
rhegmatorhina_melanosticta,0
rheinardia_ocellata,0
rhinocrypta_lanceolata,0
rhinopomastus_aterrimus,0
rhinopomastus_cyanomelas,0
rhinopomastus_minor,0
rhinoptilus_africanus,0
rhinoptilus_bitorquatus,0
rhinoptilus_chalcopterus,0
rhinoptilus_cinctus,0
rhinortha_chlorophaea,0
rhipidura_albicollis,0
rhipidura_albiscapa,0
rhipidura_albiventris,0
rhipidura_albogularis,0
rhipidura_albolimbata,0
rhipidura_atra,0
rhipidura_aureola,0
rhipidura_brachyrhyncha,0
rhipidura_cockerelli,0
rhipidura_cyaniceps,0
rhipidura_dahli,0
rhipidura_dedemi,0
rhipidura_diluta,0
rhipidura_drownei,0
rhipidura_dryas,0
rhipidura_euryura,0
rhipidura_fuliginosa,0
rhipidura_fuscorufa,0
rhipidura_hyperythra,0
rhipidura_javanica,0
rhipidura_kubaryi,0
rhipidura_lepida,0
rhipidura_leucophrys,0
rhipidura_leucothorax,0
rhipidura_maculipectus,0
rhipidura_matthiae,0
rhipidura_nebulosa,0
rhipidura_nigritorquis,0
rhipidura_nigrocinnamomea,0
rhipidura_opistherythra,0
rhipidura_perlata,0
rhipidura_personata,0
rhipidura_phasiana,0
rhipidura_phoenicura,0
rhipidura_rennelliana,0
rhipidura_rufidorsa,0
rhipidura_rufifrons,0
rhipidura_rufiventris,0
rhipidura_samarensis,0
rhipidura_sauli,0
rhipidura_semirubra,0
rhipidura_superciliaris,0
rhipidura_superflua,0
rhipidura_tenebrosa,0
rhipidura_teysmanni,0
rhipidura_threnothorax,0
rhipidura_verreauxi,0
rhodinocichla_rosea,0
rhodopechys_alienus,0
rhodopechys_sanguineus,0
rhodopis_vesper,0
rhodospingus_cruentus,0
rhodospiza_obsoleta,0
rhodostethia_rosea,0
rhodothraupis_celaeno,0
rhopias_gularis,0
rhopocichla_atriceps,0
rhopophilus_albosuperciliaris,0
rhopophilus_pekinensis,0
rhopornis_ardesiacus,0
rhynchocyclus_brevirostris,0
rhynchocyclus_fulvipectus,0
rhynchocyclus_olivaceus,0
rhynchocyclus_pacificus,0
rhynchophanes_mccownii,0
rhynchopsitta_pachyrhyncha,0
rhynchopsitta_terrisi,0
rhynchortyx_cinctus,0
rhynchospiza_stolzmanni,0
rhynchospiza_strigiceps,0
rhynchostruthus_percivali,0
rhynchotus_maculicollis,0
rhynchotus_rufescens,0
rhynochetos_jubatus,0
rhyticeros_cassidix,0
rhyticeros_everetti,0
rhyticeros_plicatus,0
rhyticeros_subruficollis,0
rhyticeros_undulatus,0
rhytipterna_holerythra,0
rhytipterna_immunda,0
rhytipterna_simplex,0
ridgwayia_pinicola,0
rigidipenna_inexpectata,0
rimator_albostriatus,0
rimator_malacoptilus,0
rimator_pasquieri,0
riparia_chinensis,0
riparia_cincta,0
riparia_diluta,0
riparia_paludicola,0
riparia_riparia,0
rissa_brevirostris,0
rissa_tridactyla,0
robsonius_sorsogonensis,0
robsonius_thompsoni,0
roeseliana_roeselii,0
rollandia_microptera,0
rollandia_rolland,0
rollulus_rouloul,0
roraimia_adusta,0
rostratula_benghalensis,0
rostrhamus_sociabilis,0
rougetius_rougetii,0
rukia_longirostra,0
rupicola_peruvianus,0
rupicola_rupicola,0
rupornis_magnirostris,0
ruspolia_nitidula,0
ruwenzorornis_johnstoni,0
rynchops_albicollis,0
rynchops_flavirostris,0
rynchops_niger,0
sagittarius_serpentarius,0
sakesphorus_canadensis,0
sakesphorus_cristatus,0
sakesphorus_luctuosus,0
salpinctes_obsoletus,0
salpornis_salvadori,0
salpornis_spilonota,0
saltator_albicollis,0
saltator_atriceps,0
saltator_atricollis,0
saltator_atripennis,0
saltator_aurantiirostris,0
saltator_cinctus,0
saltator_coerulescens,0
saltator_fuliginosus,0
saltator_grossus,0
saltator_maxillosus,0
saltator_maximus,0
saltator_nigriceps,0
saltator_orenocensis,0
saltator_similis,0
saltator_striatipectus,0
saltatricula_multicolor,0
salvadorina_waigiuensis,0
sapayoa_aenigma,0
sappho_sparganurus,0
sarcophanops_samarensis,0
sarcophanops_steerii,0
sarcops_calvus,0
sarcoramphus_papa,0
sardoplatycleis_galvagnii,0
sarkidiornis_melanotos,0
sarkidiornis_sylvicola,0
saroglossa_spilopterus,0
sarothrura_affinis,0
sarothrura_boehmi,0
sarothrura_elegans,0
sarothrura_insularis,0
sarothrura_pulchra,0
sarothrura_rufa,0
sarothrura_watersi,0
sasia_abnormis,0
sasia_africana,0
sasia_ochracea,0
satrapa_icterophrys,0
saxicola_caprata,0
saxicola_dacotiae,0
saxicola_ferreus,0
saxicola_gutturalis,0
saxicola_insignis,0
saxicola_jerdoni,0
saxicola_leucurus,0
saxicola_macrorhynchus,0
saxicola_maurus,0
saxicola_rubetra,0
saxicola_rubicola,0
saxicola_sibilla,0
saxicola_stejnegeri,0
saxicola_tectes,0
saxicola_torquatus,0
sayornis_nigricans,0
sayornis_phoebe,0
sayornis_saya,0
scelorchilus_albicollis,0
scelorchilus_rubecula,0
scenopoeetes_dentirostris,0
scepomycter_rubehoensis,0
scepomycter_winifredae,0
schetba_rufa,0
schiffornis_aenea,0
schiffornis_major,0
schiffornis_olivacea,0
schiffornis_stenorhyncha,0
schiffornis_turdina,0
schiffornis_veraepacis,0
schiffornis_virescens,0
schistes_albogularis,0
schistes_geoffroyi,0
schistochlamys_melanopis,0
schistochlamys_ruficapillus,0
schistolais_leucopogon,0
schoenicola_platyurus,0
schoenicola_striatus,0
schoeniophylax_phryganophilus,0
schoutedenapus_myoptilus,0
sciaphylax_castanea,0
sciaphylax_hemimelaena,0
sclateria_naevia,0
scleroptila_afra,0
scleroptila_finschi,0
scleroptila_gutturalis,0
scleroptila_levaillantii,0
scleroptila_psilolaema,0
scleroptila_shelleyi,0
sclerurus_albigularis,0
sclerurus_caudacutus,0
sclerurus_guatemalensis,0
sclerurus_mexicanus,0
sclerurus_obscurior,0
sclerurus_rufigularis,0
sclerurus_scansor,0
scolopax_bukidnonensis,0
scolopax_minor,0
scolopax_mira,0
scolopax_rochussenii,0
scolopax_rosenbergii,0
scolopax_rusticola,0
scolopax_saturata,0
scopus_umbretta,0
scotocerca_inquieta,0
scotopelia_bouvieri,0
scotopelia_peli,0
scotopelia_ussheri,0
scytalopus_acutirostris,0
scytalopus_affinis,0
scytalopus_altirostris,0
scytalopus_alvarezlopezi,0
scytalopus_argentifrons,0
scytalopus_atratus,0
scytalopus_bolivianus,0
scytalopus_canus,0
scytalopus_caracae,0
scytalopus_chocoensis,0
scytalopus_diamantinensis,0
scytalopus_femoralis,0
scytalopus_fuscus,0
scytalopus_gettyae,0
scytalopus_gonzagai,0
scytalopus_griseicollis,0
scytalopus_iraiensis,0
scytalopus_latebricola,0
scytalopus_latrans,0
scytalopus_macropus,0
scytalopus_magellanicus,0
scytalopus_meridanus,0
scytalopus_micropterus,0
scytalopus_novacapitalis,0
scytalopus_opacus,0
scytalopus_pachecoi,0
scytalopus_panamensis,0
scytalopus_parkeri,0
scytalopus_parvirostris,0
scytalopus_perijanus,0
scytalopus_petrophilus,0
scytalopus_robbinsi,0
scytalopus_rodriguezi,0
scytalopus_sanctaemartae,0
scytalopus_schulenbergi,0
scytalopus_simonsi,0
scytalopus_sp.nov.ampay,0
scytalopus_sp.nov.millpo,0
scytalopus_speluncae,0
scytalopus_spillmanni,0
scytalopus_stilesi,0
scytalopus_superciliaris,0
scytalopus_unicolor,0
scytalopus_urubambae,0
scytalopus_vicinior,0
scytalopus_zimmeri,0
scythrops_novaehollandiae,0
seiurus_aurocapilla,0
selasphorus_calliope,0
selasphorus_flammula,0
selasphorus_platycercus,0
selasphorus_rufus,0
selasphorus_sasin,0
selasphorus_scintilla,0
selenidera_gouldii,0
selenidera_maculirostris,0
selenidera_nattereri,0
selenidera_piperivora,0
selenidera_reinwardtii,0
selenidera_spectabilis,0
seleucidis_melanoleucus,0
semioptera_wallacii,0
semnornis_frantzii,0
semnornis_ramphastinus,0
sephanoides_fernandensis,0
sephanoides_sephaniodes,0
sericornis_beccarii,0
sericornis_frontalis,0
sericornis_humilis,0
sericornis_keri,0
sericornis_maculatus,0
sericornis_magnirostra,0
sericornis_nouhuysi,0
sericornis_virgatus,0
sericossypha_albocristata,0
sericulus_ardens,0
sericulus_aureus,0
sericulus_bakeri,0
sericulus_chrysocephalus,0
serilophus_lunatus,0
serinus_alario,0
serinus_canaria,0
serinus_canicollis,0
serinus_flavivertex,0
serinus_nigriceps,0
serinus_pusillus,0
serinus_serinus,0
serinus_syriacus,0
serpophaga_cinerea,0
serpophaga_griseicapilla,0
serpophaga_hypoleuca,0
serpophaga_munda,0
serpophaga_nigricans,0
serpophaga_subcristata,0
setopagis_parvula,0
setophaga_adelaidae,0
setophaga_aestiva,0
setophaga_americana,0
setophaga_angelae,0
setophaga_auduboni,0
setophaga_caerulescens,0
setophaga_castanea,0
setophaga_cerulea,0
setophaga_chrysoparia,0
setophaga_citrina,0
setophaga_coronata,0
setophaga_delicata,0
setophaga_discolor,0
setophaga_dominica,0
setophaga_flavescens,0
setophaga_fusca,0
setophaga_goldmani,0
setophaga_graciae,0
setophaga_kirtlandii,0
setophaga_magnolia,0
setophaga_nigrescens,0
setophaga_occidentalis,0
setophaga_palmarum,0
setophaga_pensylvanica,0
setophaga_petechia,0
setophaga_pharetra,0
setophaga_pinus,0
setophaga_pitiayumi,0
setophaga_pityophila,0
setophaga_plumbea,0
setophaga_ruticilla,0
setophaga_striata,0
setophaga_subita,0
setophaga_tigrina,40
setophaga_townsendi,168
setophaga_virens,164
setophaga_vitellina,5
setornis_criniger,6
sheppardia_aequatorialis,10
sheppardia_aurantiithorax,18
sheppardia_bocagei,10
sheppardia_gunningi,20
sheppardia_lowei,14
sheppardia_montana,11
sheppardia_sharpei,55
sholicola_albiventris,14
sholicola_major,10
sialia_currucoides,43
sialia_mexicana,80
sialia_sialis,147
sibirionetta_formosa,8
sicalis_auriventris,85
sicalis_citrina,65
sicalis_columbiana,14
sicalis_flaveola,238
sicalis_lebruni,19
sicalis_lutea,6
sicalis_luteocephala,18
sicalis_luteola,169
sicalis_mendozae,3
sicalis_olivascens,43
sicalis_raimondii,14
sicalis_taczanowskii,4
sicalis_uropigyalis,26
silvicultrix_diadema,45
silvicultrix_frontalis,16
silvicultrix_jelskii,20
silvicultrix_pulchella,17
silvicultrix_spodionota,9
sinosuthora_alphonsiana,8
sinosuthora_brunnea,6
sinosuthora_conspicillata,10
sinosuthora_przewalskii,5
sinosuthora_webbiana,72
sinosuthora_zappeyi,7
siphonorhis_brewsteri,5
sipia_berlepschi,42
sipia_laemosticta,39
sipia_nigricauda,61
sipia_palliata,57
sipodotus_wallacii,6
siptornis_striaticollis,3
sirystes_albocinereus,35
sirystes_albogriseus,13
sirystes_sibilator,110
sirystes_subcanescens,14
sitta_arctica,21
sitta_azurea,8
sitta_canadensis,248
sitta_carolinensis,418
sitta_cashmirensis,4
sitta_castanea,12
sitta_cinnamoventris,34
sitta_europaea,1500
sitta_formosa,17
sitta_frontalis,51
sitta_himalayensis,43
sitta_krueperi,64
sitta_ledanti,30
sitta_leucopsis,5
sitta_magna,19
sitta_nagaensis,42
sitta_neglecta,7
sitta_neumayer,58
sitta_oenochlamys,10
sitta_przewalskii,14
sitta_pusilla,67
sitta_pygmaea,130
sitta_solangiae,14
sitta_tephronota,35
sitta_victoriae,11
sitta_villosa,39
sitta_whiteheadi,65
sitta_yunnanensis,12
sittasomus_griseicapillus,364
sittiparus_castaneoventris,18
sittiparus_olivaceus,2
sittiparus_owstoni,20
sittiparus_semilarvatus,3
sittiparus_varius,160
smicrornis_brevirostris,25
smithornis_capensis,52
smithornis_rufolateralis,36
smithornis_sharpei,7
snowornis_cryptolophus,5
snowornis_subalaris,27
somateria_fischeri,7
somateria_mollissima,118
somateria_spectabilis,17
spartonoica_maluroides,41
spatula_clypeata,177
spatula_cyanoptera,24
spatula_discors,79
spatula_hottentota,3
spatula_platalea,5
spatula_puna,19
spatula_querquedula,136
spatula_rhynchotis,1
spatula_smithii,9
spatula_versicolor,11
speculanas_specularis,5
speculipastor_bicolor,4
spelaeornis_badeigularis,17
spelaeornis_caudatus,29
spelaeornis_chocolatinus,8
spelaeornis_kinneari,9
spelaeornis_longicaudatus,18
spelaeornis_oatesi,23
spelaeornis_reptatus,3
spelaeornis_troglodytoides,23
spermophaga_haematina,18
spermophaga_poliogenys,2
spermophaga_ruficapilla,2
sphecotheres_hypoleucus,5
sphecotheres_vieilloti,80
sphecotheres_viridis,3
spheniscus_demersus,25
spheniscus_humboldti,2
spheniscus_magellanicus,14
spheniscus_mendiculus,1
sphenocichla_humei,44
sphenocichla_roberti,21
sphenoeacus_afer,50
sphyrapicus_nuchalis,62
sphyrapicus_ruber,57
sphyrapicus_thyroideus,65
sphyrapicus_varius,99
spilopelia_chinensis,170
spilopelia_senegalensis,138
spiloptila_clamans,23
spilornis_cheela,203
spilornis_elgini,5
spilornis_holospilus,18
spilornis_kinabaluensis,8
spilornis_rufipectus,12
spindalis_dominicensis,2
spindalis_nigricephala,1
spindalis_portoricensis,9
spindalis_zena,25
spinus_atratus,21
spinus_atriceps,1
spinus_barbatus,48
spinus_crassirostris,22
spinus_dominicensis,3
spinus_lawrencei,72
spinus_magellanicus,120
spinus_notatus,29
spinus_olivaceus,24
spinus_pinus,249
spinus_psaltria,341
spinus_siemiradzkii,13
spinus_spinescens,29
spinus_spinus,1058
spinus_thibetanus,11
spinus_tristis,265
spinus_uropygialis,8
spinus_xanthogastrus,49
spinus_yarrellii,6
spiza_americana,204
spizaetus_isidori,19
spizaetus_melanoleucus,20
spizaetus_ornatus,82
spizaetus_tyrannus,161
spizella_atrogularis,89
spizella_breweri,201
spizella_pallida,149
spizella_passerina,345
spizella_pusilla,211
spizella_wortheni,22
spizelloides_arborea,116
spiziapteryx_circumcincta,15
spizixos_canifrons,20
spizixos_semitorques,31
spizocorys_conirostris,22
spizocorys_fremantlii,10
spizocorys_fringillaris,2
spizocorys_personata,1
spizocorys_sclateri,3
